OrderID,OrderDate,Country,Product,QuantityOrdered,Price,Sales,Month,Day,Year
1551177,2020-01-02,Hungary,mouse pad,5,5.99,29.950000000000003,1,2,2020
1551263,2020-01-02,Norfolk Island,mouse pad,11,5.99,65.89,1,2,2020
1551363,2020-01-02,Christmas Island,charging cable,7,11.95,83.64999999999999,1,2,2020
1551473,2020-01-02,Montserrat,pencil,6,0.99,5.9399999999999995,1,2,2020
1551516,2020-01-02,Monaco,charging cable,2,11.95,23.9,1,2,2020
1551731,2020-01-02,Lesotho,headphones,1,99.99,99.99,1,2,2020
1551653,2020-01-02,Thailand,pencil,12,0.99,11.879999999999999,1,2,2020
1551554,2020-01-02,Panama,charging cable,2,11.95,23.9,1,2,2020
1551129,2020-01-02,Martinique,headphones,11,99.99,1099.8899999999999,1,2,2020
1551601,2020-01-02,Uruguay,mouse pad,13,5.99,77.87,1,2,2020
1551849,2020-01-02,"Korea, Democratic People's Republic of",laptop,12,900.0,10800.0,1,2,2020
1551693,2020-01-02,Paraguay,mouse pad,5,5.99,29.950000000000003,1,2,2020
1551661,2020-01-02,Austria,headphones,9,99.99,899.91,1,2,2020
1551348,2020-01-02,Canada,eraser,5,0.49,2.45,1,2,2020
1551285,2020-01-02,Poland,headphones,4,99.99,399.96,1,2,2020
1551366,2020-01-02,Kenya,laptop,1,900.0,900.0,1,2,2020
1551770,2020-01-02,Saint Lucia,AA batteries (4-pack),6,3.99,23.94,1,2,2020
1551227,2020-01-02,Sudan,wireless mouse,9,25.99,233.91,1,2,2020
1551477,2020-01-02,Hungary,notebook,14,4.99,69.86,1,2,2020
1551475,2020-01-02,Argentina,laptop,8,900.0,7200.0,1,2,2020
1551744,2020-01-02,"Virgin Islands, British",ruler,1,3.99,3.99,1,2,2020
1551749,2020-01-02,Cabo Verde,mouse pad,13,5.99,77.87,1,2,2020
1551460,2020-01-02,Netherlands,wireless mouse,8,25.99,207.92,1,2,2020
1551797,2020-01-02,Ghana,pencil,15,0.99,14.85,1,2,2020
1551784,2020-01-02,Sudan,laptop,8,900.0,7200.0,1,2,2020
1551434,2020-01-02,Samoa,wireless mouse,2,25.99,51.98,1,2,2020
1551429,2020-01-02,Greece,headphones,7,99.99,699.93,1,2,2020
1551424,2020-01-02,Yemen,wireless mouse,1,25.99,25.99,1,2,2020
1551800,2020-01-02,Gambia,laptop,10,900.0,9000.0,1,2,2020
1551342,2020-01-03,"Virgin Islands, U.S.",pen,11,1.25,13.75,1,3,2020
1551692,2020-01-03,Mexico,laptop,13,900.0,11700.0,1,3,2020
1551517,2020-01-03,Cayman Islands,pen,15,1.25,18.75,1,3,2020
1551798,2020-01-03,India,laptop,2,900.0,1800.0,1,3,2020
1551724,2020-01-03,Cambodia,AA batteries (4-pack),1,3.99,3.99,1,3,2020
1551745,2020-01-03,Saint Barthélemy,wireless mouse,1,25.99,25.99,1,3,2020
1551191,2020-01-03,"Venezuela, Bolivarian Republic of",wireless mouse,11,25.99,285.89,1,3,2020
1551452,2020-01-03,French Guiana,laptop,6,900.0,5400.0,1,3,2020
1551543,2020-01-03,Zimbabwe,charging cable,12,11.95,143.39999999999998,1,3,2020
1551643,2020-01-03,Nicaragua,pencil,7,0.99,6.93,1,3,2020
1551638,2020-01-03,Norfolk Island,AA batteries (4-pack),9,3.99,35.910000000000004,1,3,2020
1551192,2020-01-03,Uruguay,pencil,5,0.99,4.95,1,3,2020
1551483,2020-01-03,Gabon,laptop,13,900.0,11700.0,1,3,2020
1551323,2020-01-03,Eritrea,notebook,1,4.99,4.99,1,3,2020
1551244,2020-01-03,Marshall Islands,mouse pad,14,5.99,83.86,1,3,2020
1551611,2020-01-03,American Samoa,pen,7,1.25,8.75,1,3,2020
1551433,2020-01-03,Morocco,laptop,1,900.0,900.0,1,3,2020
1551669,2020-01-03,Palau,mouse pad,13,5.99,77.87,1,3,2020
1551856,2020-01-03,Angola,ruler,12,3.99,47.88,1,3,2020
1551413,2020-01-03,Lebanon,laptop,2,900.0,1800.0,1,3,2020
1551697,2020-01-03,Burundi,wireless mouse,8,25.99,207.92,1,3,2020
1551380,2020-01-03,Suriname,headphones,8,99.99,799.92,1,3,2020
1551367,2020-01-03,Sri Lanka,laptop,13,900.0,11700.0,1,3,2020
1551371,2020-01-03,Burkina Faso,laptop,13,900.0,11700.0,1,3,2020
1551404,2020-01-03,United Arab Emirates,headphones,3,99.99,299.96999999999997,1,3,2020
1551315,2020-01-03,Mauritius,wireless mouse,14,25.99,363.85999999999996,1,3,2020
1551610,2020-01-03,Ecuador,eraser,2,0.49,0.98,1,3,2020
1551628,2020-01-03,Canada,wireless mouse,14,25.99,363.85999999999996,1,3,2020
1551581,2020-01-03,Christmas Island,laptop,9,900.0,8100.0,1,3,2020
1551705,2020-01-03,India,laptop,1,900.0,900.0,1,3,2020
1551781,2020-01-03,Bhutan,notebook,15,4.99,74.85000000000001,1,3,2020
1551490,2020-01-04,Lebanon,pen,12,1.25,15.0,1,4,2020
1551568,2020-01-04,Cyprus,headphones,13,99.99,1299.87,1,4,2020
1551346,2020-01-04,Poland,laptop,3,900.0,2700.0,1,4,2020
1551351,2020-01-04,Pitcairn,ruler,11,3.99,43.89,1,4,2020
1551843,2020-01-04,Slovakia,pen,5,1.25,6.25,1,4,2020
1551830,2020-01-04,Nicaragua,mouse pad,2,5.99,11.98,1,4,2020
1551411,2020-01-04,Montenegro,headphones,15,99.99,1499.85,1,4,2020
1551758,2020-01-04,Guadeloupe,mouse pad,12,5.99,71.88,1,4,2020
1551109,2020-01-04,Dominica,ruler,13,3.99,51.870000000000005,1,4,2020
1551719,2020-01-04,Mayotte,notebook,3,4.99,14.97,1,4,2020
1551538,2020-01-04,Anguilla,notebook,11,4.99,54.89,1,4,2020
1551539,2020-01-04,Angola,notebook,11,4.99,54.89,1,4,2020
1551556,2020-01-04,Belize,wireless mouse,12,25.99,311.88,1,4,2020
1551212,2020-01-04,Indonesia,laptop,2,900.0,1800.0,1,4,2020
1551627,2020-01-04,Bhutan,pencil,6,0.99,5.9399999999999995,1,4,2020
1551796,2020-01-04,Mongolia,pencil,10,0.99,9.9,1,4,2020
1551614,2020-01-04,Comoros,charging cable,10,11.95,119.5,1,4,2020
1551286,2020-01-04,,eraser,11,0.49,5.39,1,4,2020
1551791,2020-01-04,Martinique,wireless mouse,10,25.99,259.9,1,4,2020
1551311,2020-01-04,Hong Kong,laptop,11,900.0,9900.0,1,4,2020
1551479,2020-01-04,Eswatini,charging cable,6,11.95,71.69999999999999,1,4,2020
1551359,2020-01-05,,charging cable,5,11.95,59.75,1,5,2020
1551332,2020-01-05,Serbia,AA batteries (4-pack),13,3.99,51.870000000000005,1,5,2020
1551264,2020-01-05,Holy See (Vatican City State),wireless mouse,12,25.99,311.88,1,5,2020
1551169,2020-01-05,Gibraltar,ruler,15,3.99,59.85,1,5,2020
1551382,2020-01-05,"Venezuela, Bolivarian Republic of",charging cable,12,11.95,143.39999999999998,1,5,2020
1551681,2020-01-05,Nicaragua,mouse pad,11,5.99,65.89,1,5,2020
1551817,2020-01-05,Zambia,pencil,3,0.99,2.9699999999999998,1,5,2020
1551587,2020-01-05,North Macedonia,wireless mouse,9,25.99,233.91,1,5,2020
1551515,2020-01-05,Cambodia,notebook,4,4.99,19.96,1,5,2020
1551376,2020-01-05,Czechia,wireless mouse,12,25.99,311.88,1,5,2020
1551326,2020-01-05,Gabon,headphones,10,99.99,999.9,1,5,2020
1551431,2020-01-05,United States,pencil,4,0.99,3.96,1,5,2020
1551612,2020-01-05,Belize,charging cable,8,11.95,95.6,1,5,2020
1551734,2020-01-05,Uruguay,eraser,6,0.49,2.94,1,5,2020
1551645,2020-01-05,Djibouti,wireless mouse,15,25.99,389.84999999999997,1,5,2020
1551492,2020-01-05,Armenia,mouse pad,11,5.99,65.89,1,5,2020
1551802,2020-01-05,Liberia,headphones,15,99.99,1499.85,1,5,2020
1551667,2020-01-05,"Bonaire, Sint Eustatius and Saba",pen,10,1.25,12.5,1,5,2020
1551740,2020-01-05,Botswana,ruler,8,3.99,31.92,1,5,2020
1551245,2020-01-05,United States,notebook,2,4.99,9.98,1,5,2020
1551832,2020-01-05,Portugal,pencil,9,0.99,8.91,1,5,2020
1551384,2020-01-05,Benin,wireless mouse,4,25.99,103.96,1,5,2020
1551202,2020-01-05,Armenia,charging cable,9,11.95,107.55,1,5,2020
1551446,2020-01-05,Australia,pencil,15,0.99,14.85,1,5,2020
1551274,2020-01-06,Czechia,notebook,10,4.99,49.900000000000006,1,6,2020
1551813,2020-01-06,Guinea-Bissau,charging cable,3,11.95,35.849999999999994,1,6,2020
1551500,2020-01-06,Western Sahara,wireless mouse,7,25.99,181.92999999999998,1,6,2020
1551659,2020-01-06,Zambia,laptop,9,900.0,8100.0,1,6,2020
1551635,2020-01-06,Turkey,laptop,14,900.0,12600.0,1,6,2020
1551626,2020-01-06,,charging cable,7,11.95,83.64999999999999,1,6,2020
1551445,2020-01-06,Congo,pencil,8,0.99,7.92,1,6,2020
1551119,2020-01-06,Cyprus,headphones,8,99.99,799.92,1,6,2020
1551444,2020-01-06,Portugal,charging cable,10,11.95,119.5,1,6,2020
1551159,2020-01-06,Denmark,wireless mouse,5,25.99,129.95,1,6,2020
1551364,2020-01-06,Guinea-Bissau,headphones,1,99.99,99.99,1,6,2020
1551591,2020-01-06,Wallis and Futuna,eraser,8,0.49,3.92,1,6,2020
1551186,2020-01-06,Greece,pencil,3,0.99,2.9699999999999998,1,6,2020
1551094,2020-01-07,Réunion,pen,15,1.25,18.75,1,7,2020
1551853,2020-01-07,Sao Tome and Principe,notebook,11,4.99,54.89,1,7,2020
1551801,2020-01-07,Estonia,AA batteries (4-pack),15,3.99,59.85,1,7,2020
1551265,2020-01-07,Sudan,pen,3,1.25,3.75,1,7,2020
1551164,2020-01-07,Grenada,laptop,4,900.0,3600.0,1,7,2020
1551714,2020-01-07,Marshall Islands,pencil,4,0.99,3.96,1,7,2020
1551271,2020-01-07,Azerbaijan,AA batteries (4-pack),9,3.99,35.910000000000004,1,7,2020
1551487,2020-01-07,Zimbabwe,eraser,1,0.49,0.49,1,7,2020
1551470,2020-01-07,Solomon Islands,headphones,1,99.99,99.99,1,7,2020
1551829,2020-01-07,Honduras,pencil,6,0.99,5.9399999999999995,1,7,2020
1551708,2020-01-07,Cuba,charging cable,1,11.95,11.95,1,7,2020
1551704,2020-01-07,"Iran, Islamic Republic of",pencil,2,0.99,1.98,1,7,2020
1551241,2020-01-07,Guatemala,headphones,6,99.99,599.9399999999999,1,7,2020
1551665,2020-01-07,Sierra Leone,headphones,8,99.99,799.92,1,7,2020
1551226,2020-01-07,Jersey,pen,8,1.25,10.0,1,7,2020
1551674,2020-01-07,Liberia,wireless mouse,12,25.99,311.88,1,7,2020
1551154,2020-01-07,Norfolk Island,mouse pad,4,5.99,23.96,1,7,2020
1551158,2020-01-07,Saint Pierre and Miquelon,charging cable,13,11.95,155.35,1,7,2020
1551660,2020-01-07,Oman,charging cable,14,11.95,167.29999999999998,1,7,2020
1551733,2020-01-07,Cayman Islands,pen,9,1.25,11.25,1,7,2020
1551130,2020-01-07,Grenada,charging cable,2,11.95,23.9,1,7,2020
1551176,2020-01-07,Morocco,mouse pad,9,5.99,53.910000000000004,1,7,2020
1551327,2020-01-07,Vanuatu,laptop,8,900.0,7200.0,1,7,2020
1551729,2020-01-07,Djibouti,laptop,13,900.0,11700.0,1,7,2020
1551504,2020-01-07,Isle of Man,AA batteries (4-pack),4,3.99,15.96,1,7,2020
1551848,2020-01-07,"Virgin Islands, British",headphones,1,99.99,99.99,1,7,2020
1551677,2020-01-07,Estonia,laptop,1,900.0,900.0,1,7,2020
1551593,2020-01-07,Barbados,headphones,10,99.99,999.9,1,7,2020
1551599,2020-01-07,Israel,eraser,9,0.49,4.41,1,7,2020
1551170,2020-01-07,Antigua and Barbuda,wireless mouse,6,25.99,155.94,1,7,2020
1551827,2020-01-07,Eritrea,pencil,3,0.99,2.9699999999999998,1,7,2020
1551605,2020-01-07,Slovakia,laptop,13,900.0,11700.0,1,7,2020
1551328,2020-01-07,Sint Maarten (Dutch part),charging cable,3,11.95,35.849999999999994,1,7,2020
1551277,2020-01-07,"Virgin Islands, British",AA batteries (4-pack),12,3.99,47.88,1,7,2020
1551463,2020-01-07,Lesotho,mouse pad,15,5.99,89.85000000000001,1,7,2020
1551841,2020-01-08,Finland,notebook,4,4.99,19.96,1,8,2020
1551586,2020-01-08,Cambodia,charging cable,11,11.95,131.45,1,8,2020
1551860,2020-01-08,Christmas Island,pencil,11,0.99,10.89,1,8,2020
1551709,2020-01-08,Turkey,pen,5,1.25,6.25,1,8,2020
1551497,2020-01-08,Anguilla,laptop,9,900.0,8100.0,1,8,2020
1551682,2020-01-08,Montenegro,laptop,12,900.0,10800.0,1,8,2020
1551779,2020-01-08,Tajikistan,mouse pad,2,5.99,11.98,1,8,2020
1551541,2020-01-08,Cyprus,headphones,3,99.99,299.96999999999997,1,8,2020
1551711,2020-01-08,Mongolia,charging cable,7,11.95,83.64999999999999,1,8,2020
1551464,2020-01-08,United Kingdom,headphones,14,99.99,1399.86,1,8,2020
1551339,2020-01-08,Japan,charging cable,6,11.95,71.69999999999999,1,8,2020
1551775,2020-01-08,Philippines,AA batteries (4-pack),2,3.99,7.98,1,8,2020
1551636,2020-01-08,"Bolivia, Plurinational State of",mouse pad,9,5.99,53.910000000000004,1,8,2020
1551297,2020-01-08,Holy See (Vatican City State),pencil,4,0.99,3.96,1,8,2020
1551092,2020-01-08,Anguilla,charging cable,2,11.95,23.9,1,8,2020
1551322,2020-01-08,New Caledonia,headphones,7,99.99,699.93,1,8,2020
1551338,2020-01-08,France,headphones,15,99.99,1499.85,1,8,2020
1551267,2020-01-08,"Moldova, Republic of",pencil,15,0.99,14.85,1,8,2020
1551707,2020-01-08,Bosnia and Herzegovina,headphones,8,99.99,799.92,1,8,2020
1551361,2020-01-08,"Saint Helena, Ascension and Tristan da Cunha",headphones,15,99.99,1499.85,1,8,2020
1551792,2020-01-08,Sudan,wireless mouse,11,25.99,285.89,1,8,2020
1551418,2020-01-08,"Iran, Islamic Republic of",notebook,11,4.99,54.89,1,8,2020
1551139,2020-01-08,South Sudan,mouse pad,12,5.99,71.88,1,8,2020
1551609,2020-01-08,Sudan,mouse pad,12,5.99,71.88,1,8,2020
1551613,2020-01-08,Réunion,headphones,2,99.99,199.98,1,8,2020
1551617,2020-01-08,Armenia,laptop,7,900.0,6300.0,1,8,2020
1551597,2020-01-08,Saint Kitts and Nevis,wireless mouse,13,25.99,337.87,1,8,2020
1551649,2020-01-09,Serbia,pencil,1,0.99,0.99,1,9,2020
1551753,2020-01-09,Antarctica,laptop,5,900.0,4500.0,1,9,2020
1551253,2020-01-09,"Tanzania, United Republic of",laptop,3,900.0,2700.0,1,9,2020
1551814,2020-01-09,Kuwait,notebook,7,4.99,34.93,1,9,2020
1551421,2020-01-09,Mongolia,laptop,7,900.0,6300.0,1,9,2020
1551456,2020-01-09,Gabon,mouse pad,6,5.99,35.94,1,9,2020
1551151,2020-01-09,Vanuatu,laptop,11,900.0,9900.0,1,9,2020
1551666,2020-01-09,Côte d'Ivoire,eraser,15,0.49,7.35,1,9,2020
1551687,2020-01-09,Montenegro,wireless mouse,10,25.99,259.9,1,9,2020
1551140,2020-01-09,Curaçao,pencil,10,0.99,9.9,1,9,2020
1551287,2020-01-09,Algeria,laptop,2,900.0,1800.0,1,9,2020
1551402,2020-01-09,Slovenia,laptop,1,900.0,900.0,1,9,2020
1551234,2020-01-09,Saint Barthélemy,eraser,5,0.49,2.45,1,9,2020
1551467,2020-01-09,Liechtenstein,wireless mouse,2,25.99,51.98,1,9,2020
1551625,2020-01-09,Australia,pencil,12,0.99,11.879999999999999,1,9,2020
1551631,2020-01-09,New Zealand,laptop,13,900.0,11700.0,1,9,2020
1551819,2020-01-09,Dominica,headphones,10,99.99,999.9,1,9,2020
1551639,2020-01-09,"Korea, Democratic People's Republic of",mouse pad,13,5.99,77.87,1,9,2020
1551439,2020-01-09,Burundi,charging cable,8,11.95,95.6,1,9,2020
1551294,2020-01-09,Mali,AA batteries (4-pack),10,3.99,39.900000000000006,1,9,2020
1551694,2020-01-09,"Korea, Democratic People's Republic of",headphones,5,99.99,499.95,1,9,2020
1551395,2020-01-09,El Salvador,pen,5,1.25,6.25,1,9,2020
1551319,2020-01-09,Trinidad and Tobago,laptop,15,900.0,13500.0,1,9,2020
1551558,2020-01-09,Puerto Rico,pencil,12,0.99,11.879999999999999,1,9,2020
1551486,2020-01-09,"Bonaire, Sint Eustatius and Saba",mouse pad,12,5.99,71.88,1,9,2020
1551134,2020-01-09,Palau,wireless mouse,14,25.99,363.85999999999996,1,9,2020
1551509,2020-01-09,Slovakia,wireless mouse,4,25.99,103.96,1,9,2020
1551561,2020-01-09,Austria,mouse pad,3,5.99,17.97,1,9,2020
1551511,2020-01-09,Angola,laptop,11,900.0,9900.0,1,9,2020
1551555,2020-01-09,Ethiopia,pencil,11,0.99,10.89,1,9,2020
1551125,2020-01-09,Tonga,notebook,14,4.99,69.86,1,9,2020
1551573,2020-01-10,Côte d'Ivoire,laptop,3,900.0,2700.0,1,10,2020
1551276,2020-01-10,Western Sahara,laptop,14,900.0,12600.0,1,10,2020
1551136,2020-01-10,"Virgin Islands, British",wireless mouse,8,25.99,207.92,1,10,2020
1551652,2020-01-10,,wireless mouse,13,25.99,337.87,1,10,2020
1551762,2020-01-10,Madagascar,mouse pad,2,5.99,11.98,1,10,2020
1551095,2020-01-10,Côte d'Ivoire,wireless mouse,14,25.99,363.85999999999996,1,10,2020
1551536,2020-01-10,South Sudan,wireless mouse,8,25.99,207.92,1,10,2020
1551303,2020-01-10,Gabon,wireless mouse,13,25.99,337.87,1,10,2020
1551603,2020-01-10,Trinidad and Tobago,pencil,5,0.99,4.95,1,10,2020
1551087,2020-01-10,Northern Mariana Islands,mouse pad,4,5.99,23.96,1,10,2020
1551577,2020-01-10,Austria,eraser,6,0.49,2.94,1,10,2020
1551258,2020-01-10,South Sudan,eraser,11,0.49,5.39,1,10,2020
1551410,2020-01-10,Cameroon,wireless mouse,4,25.99,103.96,1,10,2020
1551671,2020-01-10,South Sudan,pencil,10,0.99,9.9,1,10,2020
1551545,2020-01-10,Saint Martin (French part),charging cable,8,11.95,95.6,1,10,2020
1551206,2020-01-10,Sri Lanka,laptop,6,900.0,5400.0,1,10,2020
1551352,2020-01-10,"Korea, Republic of",headphones,6,99.99,599.9399999999999,1,10,2020
1551216,2020-01-10,Saint Vincent and the Grenadines,laptop,12,900.0,10800.0,1,10,2020
1551743,2020-01-10,Isle of Man,headphones,4,99.99,399.96,1,10,2020
1551211,2020-01-10,Madagascar,laptop,9,900.0,8100.0,1,10,2020
1551461,2020-01-10,Bulgaria,notebook,13,4.99,64.87,1,10,2020
1551738,2020-01-10,Equatorial Guinea,laptop,14,900.0,12600.0,1,10,2020
1551356,2020-01-10,Ghana,wireless mouse,7,25.99,181.92999999999998,1,10,2020
1551408,2020-01-10,Uganda,pencil,7,0.99,6.93,1,10,2020
1551420,2020-01-10,Christmas Island,wireless mouse,13,25.99,337.87,1,10,2020
1551397,2020-01-10,Ukraine,mouse pad,6,5.99,35.94,1,10,2020
1551480,2020-01-10,Botswana,charging cable,2,11.95,23.9,1,10,2020
1551495,2020-01-10,Côte d'Ivoire,wireless mouse,7,25.99,181.92999999999998,1,10,2020
1551255,2020-01-11,Turkey,mouse pad,7,5.99,41.93,1,11,2020
1551260,2020-01-11,Israel,ruler,5,3.99,19.950000000000003,1,11,2020
1551768,2020-01-11,,laptop,8,900.0,7200.0,1,11,2020
1551688,2020-01-11,Brunei Darussalam,notebook,1,4.99,4.99,1,11,2020
1551425,2020-01-11,Tokelau,charging cable,4,11.95,47.8,1,11,2020
1551760,2020-01-11,Mali,pen,9,1.25,11.25,1,11,2020
1551398,2020-01-11,Seychelles,laptop,2,900.0,1800.0,1,11,2020
1551655,2020-01-11,Grenada,charging cable,7,11.95,83.64999999999999,1,11,2020
1551759,2020-01-11,Tokelau,ruler,2,3.99,7.98,1,11,2020
1551399,2020-01-11,Curaçao,laptop,4,900.0,3600.0,1,11,2020
1551305,2020-01-11,Tunisia,wireless mouse,8,25.99,207.92,1,11,2020
1551600,2020-01-11,Japan,mouse pad,8,5.99,47.92,1,11,2020
1551567,2020-01-11,Zimbabwe,wireless mouse,5,25.99,129.95,1,11,2020
1551493,2020-01-11,Egypt,charging cable,6,11.95,71.69999999999999,1,11,2020
1551717,2020-01-11,Finland,mouse pad,13,5.99,77.87,1,11,2020
1551815,2020-01-11,French Polynesia,wireless mouse,4,25.99,103.96,1,11,2020
1551551,2020-01-11,Norfolk Island,wireless mouse,9,25.99,233.91,1,11,2020
1551102,2020-01-11,Algeria,wireless mouse,10,25.99,259.9,1,11,2020
1551846,2020-01-11,Eswatini,headphones,3,99.99,299.96999999999997,1,11,2020
1551149,2020-01-11,Cocos (Keeling) Islands,laptop,15,900.0,13500.0,1,11,2020
1551647,2020-01-11,Senegal,pencil,3,0.99,2.9699999999999998,1,11,2020
1551562,2020-01-11,Isle of Man,laptop,7,900.0,6300.0,1,11,2020
1551668,2020-01-12,Heard Island and McDonald Islands,mouse pad,9,5.99,53.910000000000004,1,12,2020
1551670,2020-01-12,Zimbabwe,headphones,9,99.99,899.91,1,12,2020
1551195,2020-01-12,British Indian Ocean Territory,laptop,1,900.0,900.0,1,12,2020
1551559,2020-01-12,Burundi,charging cable,7,11.95,83.64999999999999,1,12,2020
1551619,2020-01-12,Czechia,laptop,3,900.0,2700.0,1,12,2020
1551240,2020-01-12,Viet Nam,charging cable,6,11.95,71.69999999999999,1,12,2020
1551365,2020-01-12,Faroe Islands,mouse pad,6,5.99,35.94,1,12,2020
1551354,2020-01-12,Qatar,pen,7,1.25,8.75,1,12,2020
1551148,2020-01-12,Bosnia and Herzegovina,charging cable,13,11.95,155.35,1,12,2020
1551298,2020-01-12,Lao People's Democratic Republic,headphones,15,99.99,1499.85,1,12,2020
1551825,2020-01-12,Belarus,headphones,8,99.99,799.92,1,12,2020
1551416,2020-01-12,Samoa,pen,11,1.25,13.75,1,12,2020
1551143,2020-01-12,Bahrain,notebook,3,4.99,14.97,1,12,2020
1551698,2020-01-12,South Georgia and the South Sandwich Islands,charging cable,9,11.95,107.55,1,12,2020
1551144,2020-01-12,Algeria,AA batteries (4-pack),4,3.99,15.96,1,12,2020
1551122,2020-01-12,Greenland,ruler,12,3.99,47.88,1,12,2020
1551550,2020-01-12,Sri Lanka,pencil,5,0.99,4.95,1,12,2020
1551284,2020-01-12,United Kingdom,charging cable,12,11.95,143.39999999999998,1,12,2020
1551210,2020-01-12,Cameroon,wireless mouse,14,25.99,363.85999999999996,1,12,2020
1551834,2020-01-12,India,notebook,5,4.99,24.950000000000003,1,12,2020
1551494,2020-01-13,Palau,headphones,9,99.99,899.91,1,13,2020
1551728,2020-01-13,United States,eraser,13,0.49,6.37,1,13,2020
1551403,2020-01-13,Liechtenstein,AA batteries (4-pack),10,3.99,39.900000000000006,1,13,2020
1551805,2020-01-13,Tonga,headphones,3,99.99,299.96999999999997,1,13,2020
1551771,2020-01-13,Cyprus,ruler,2,3.99,7.98,1,13,2020
1551368,2020-01-13,Eritrea,eraser,3,0.49,1.47,1,13,2020
1551772,2020-01-13,Trinidad and Tobago,headphones,15,99.99,1499.85,1,13,2020
1551462,2020-01-13,Belarus,pencil,15,0.99,14.85,1,13,2020
1551266,2020-01-13,Macao,laptop,14,900.0,12600.0,1,13,2020
1551242,2020-01-13,Antarctica,charging cable,3,11.95,35.849999999999994,1,13,2020
1551389,2020-01-13,,laptop,15,900.0,13500.0,1,13,2020
1551742,2020-01-13,French Polynesia,notebook,4,4.99,19.96,1,13,2020
1551818,2020-01-13,Burkina Faso,notebook,2,4.99,9.98,1,13,2020
1551485,2020-01-13,Macao,wireless mouse,2,25.99,51.98,1,13,2020
1551091,2020-01-13,"Micronesia, Federated States of",laptop,10,900.0,9000.0,1,13,2020
1551685,2020-01-13,Sao Tome and Principe,charging cable,12,11.95,143.39999999999998,1,13,2020
1551218,2020-01-13,Norway,wireless mouse,8,25.99,207.92,1,13,2020
1551220,2020-01-13,United States Minor Outlying Islands,ruler,4,3.99,15.96,1,13,2020
1551618,2020-01-13,Libya,wireless mouse,6,25.99,155.94,1,13,2020
1551563,2020-01-13,"Bonaire, Sint Eustatius and Saba",charging cable,1,11.95,11.95,1,13,2020
1551100,2020-01-13,Norway,AA batteries (4-pack),3,3.99,11.97,1,13,2020
1551657,2020-01-13,Honduras,charging cable,3,11.95,35.849999999999994,1,13,2020
1551739,2020-01-13,Barbados,headphones,11,99.99,1099.8899999999999,1,13,2020
1551432,2020-01-13,Cyprus,mouse pad,4,5.99,23.96,1,13,2020
1551527,2020-01-14,Ethiopia,charging cable,2,11.95,23.9,1,14,2020
1551699,2020-01-14,Malta,notebook,14,4.99,69.86,1,14,2020
1551296,2020-01-14,Sao Tome and Principe,wireless mouse,11,25.99,285.89,1,14,2020
1551595,2020-01-14,Eritrea,wireless mouse,5,25.99,129.95,1,14,2020
1551774,2020-01-14,Equatorial Guinea,mouse pad,5,5.99,29.950000000000003,1,14,2020
1551732,2020-01-14,Cameroon,mouse pad,14,5.99,83.86,1,14,2020
1551178,2020-01-14,Chile,notebook,6,4.99,29.94,1,14,2020
1551235,2020-01-14,,pencil,8,0.99,7.92,1,14,2020
1551396,2020-01-14,Belize,pencil,5,0.99,4.95,1,14,2020
1551663,2020-01-14,French Southern Territories,charging cable,12,11.95,143.39999999999998,1,14,2020
1551816,2020-01-14,Liberia,laptop,4,900.0,3600.0,1,14,2020
